customer_tweet_id,customer_id,customer_message,brand_response,customer_created_at,intent,expected_escalation,difficulty,notes
1763713,530604,@AppleSupport hi there my iPhone has been disabled.,"@530604 If your device is disabled due to a forgotten passcode, take a look here on what to do: https\://t.co/F1QfwW1u1N",Tue Nov 07 19:56:40 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1786835,451464,Hey @118721 it would be nice if you stopped getting my wife's debit card hacked. @AppleSupport why does this keep happening?,"@451464 Thanks for reaching out. If you're getting unauthorized billing notices, contact our iTunes Store group: https\://t.co/SDIe7UiyJN",Tue Oct 17 23:32:39 +0000 2017,security_phishing_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
326661,193837,@AppleSupport Just got an iPhone 8. So it would be iOS 11. Thanks!,@193837 What happens when you try to send a video? Do you get any error messages?,Sun Oct 01 03:28:04 +0000 2017,general_or_unclear,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
928040,340196,@AppleSupport Thanks for replying. I’m using iPhone 6s and iOS 11.0.2.,@340196 You're so welcome! There have been a few changes with iOS 11. Let's move over to DM so we can help. https\://t.co/GDrqU22YpT,Fri Oct 13 22:10:24 +0000 2017,general_or_unclear,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
794547,309445,@AppleSupport Thank you for responding! I've now been notified to update to the iOS 11.0.3 - will be in touch if the issues still occur post-update.,@309445 You're welcome.  Let us know how it goes.,Thu Oct 12 14:27:44 +0000 2017,general_or_unclear,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1773730,202812,@AppleSupport Does Apple no longer sell a wired USB keyboard??,@202812 Hi! Great question. Our Online Sales Team can help out with keyboards. Reach them here: https\://t.co/8yjRd1Xo0i,Wed Nov 08 00:53:24 +0000 2017,order_sales_issue,True,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2771772,206342,"@AppleSupport Been told I’ve got to fly to Japan to get it fixed, seems a bit impractical","@206342 We'll be happy to explore all the options available to you. To clarify, did you purchase your iPhone in Japan? Also, what issues are you having with it? In what country are you in now?",Tue Nov 21 07:09:13 +0000 2017,warranty_repair_recycling,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1767381,531440,@AppleSupport what happened to text replacement on iPhone X? It’s not saving nor did it sync over! #iPhoneX,"@531440 Thanks for reaching out, we get the concern over replacements not working. What version number of iOS is the iPhone X on?",Tue Nov 07 21:25:58 +0000 2017,keyboard_input_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1420126,450139,@AppleSupport It started with iOS 11. Thanks,@450139 Got it. Please give these steps a try and meet us in DM if the issue persists: https\://t.co/Jpr0POLgCg https\://t.co/GDrqU22YpT,Thu Nov 02 14:36:10 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
946675,344482,@AppleSupport Didn’t have these issues prior to installing update. I know others with same issue of phone bogging down since update,"@344482 Thanks for the details. Let's meet in DM to collect more information, please. https\://t.co/GDrqU22YpT",Sat Oct 21 22:36:09 +0000 2017,device_performance_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
11992,118358,@115858 @AppleSupport your latest iOS update had made my phone slower and apps like iMessage are slow to open and load.  What’s up with this?,@118358 Hi. We are here to help. What is the specific iOS version that you have?,Wed Nov 01 01:05:39 +0000 2017,software_update_issue,False,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2146547,631000,@AppleSupport I bought my iPhone 7 last week and it won’t stop freezing I’ve had to reset it about 6 times today already,@631000 We want you to get the most out of your new iPhone's performance. We can help. Send us a DM and we'll take it from there. https\://t.co/GDrqU22YpT,Wed Nov 08 20:45:00 +0000 2017,device_performance_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
541132,245531,@230273 @AppleSupport Thanks!,"@245531 Thank you for reaching out. If your device with iOS 11 unexpectedly restarts repeatedly on or after December 2, 2017, this article will walk you through a solution:

https\://t.co/osZOKKTalm

As with any update, we also recommend backing up your iPhone first.",Sat Dec 02 06:01:39 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2981642,578440,@AppleSupport still no haptic feedback on iPhone keyboard 📱 after new update. ??? Has this been disabled.,@578440 Let's have a closer look. Please DM us. https\://t.co/GDrqU22YpT,Tue Oct 31 20:45:21 +0000 2017,keyboard_input_issue,True,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1954674,529422,@AppleSupport I’m on the latest version and I just got my 7 a few months ago. This has happened with the last two phones now and I’m not the only one.,@529422 Try any steps you haven't already tried from here: https\://t.co/XlmCP2gCtj Keep us posted.,Mon Oct 30 11:32:15 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
427833,216741,@AppleSupport @115858 the battery life of my 6S is horrendous after iOS https\://t.co/t4CyQ5ZBMd REALLY need to address this ASAP,@216741 We're here for you and would like to help. Let's meet up via DM to gather some more details. https\://t.co/GDrqU22YpT,Tue Oct 10 06:10:09 +0000 2017,device_performance_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
42621,125419,@AppleSupport 11.1. Happening on my iPad as well so version number.,@125419 Let's move to DM for a closer look. Does it happen in all apps or only particular ones? https\://t.co/GDrqU22YpT,Wed Nov 01 15:51:58 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1705374,516901,@516902 @115858 @AppleSupport this has been fucking me up all day,@516901 Here’s what you can do to work around the issue until it’s fixed in a future software update: https\://t.co/xXaXeeSRt9,Mon Nov 06 21:05:27 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2242117,653673,@AppleSupport These messages are invisibles ...my iPhone sends that automatically. But my number is not registered by iMessage,@653673 Please let us know which device and iOS version you’re using in DM. Your version can be located by navigating to Settings &gt; General &gt; About. https\://t.co/GDrqU22YpT,Fri Nov 10 22:08:30 +0000 2017,apple_id_icloud_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
590926,259785,@AppleSupport love my iPhone X. But the new live wallpapers are stutter so much :/ plan on releasing an update where they don’t?,@259785 We'd be happy to look into this with you. DM us and we'll get started there. https\://t.co/GDrqU22YpT,Sun Dec 03 15:48:37 +0000 2017,app_or_media_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
286211,184189,Getting distorted outgoing Voice msg quality w the last update to #iPhone &amp; #WhatsApp @4305 @AppleSupport Bluetooth is off but sounds on,@184189 Let's team up to figure out the best path forward. Reach out via DM and we'll take a look. https\://t.co/GDrqU22YpT,Tue Oct 03 19:24:37 +0000 2017,app_or_media_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
554720,249473,@2531 @AppleSupport        I just got a new iPhone but when my sister transferred my media and everything else to this new phone EVERYTHING GOT DELETED and I’m so upset I lost everything 😭,@249473 We want all of your information to be transferred to your new iPhone. Did your sister follow the steps here to restore a backup: https\://t.co/OZqPAHfBRU Let us know.,Sat Dec 02 18:13:03 +0000 2017,apple_id_icloud_issue,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
829125,317438,@AppleSupport Yes but it isn’t charged at all.... still ok to charge and use it?,"@317438 Correct. Charge the device to 100% and use as normal. If you experience any unexpected behavior, let us know.",Wed Nov 08 21:53:15 +0000 2017,hardware_accessory_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
740616,297128,Hey @AppleSupport can you message me I have a question about updating my IOS,@297128 We'd be happy to answer! Send us a DM using this link: https\://t.co/GDrqU22YpT,Fri Oct 06 19:39:13 +0000 2017,software_update_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
148245,149728,@115858 @AppleSupport If I were to buy an apple product today with student discount would I be eligible to receive the black Friday event gift card?,@149728 That's a great question. We're happy to help. You can review the terms of the Black Friday Shopping Event outlined here: https\://t.co/brShyI4VYU,Fri Nov 24 10:04:13 +0000 2017,order_sales_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1629794,498856,@65298 @AppleSupport Hahaha help me!,@498856 We'd be happy to see how we can help. What's going on?,Sun Nov 05 04:41:37 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2126015,626076,Who do I speak to about fixing this when there are no Genius Bar reservations in Sheffield? 😤@115858 @AppleSupport needthis sorting ASAP 😑😑😑 https\://t.co/KtpY6AP1Gv,@626076 Thanks for reaching out. DM which Mac you are using to get started. https\://t.co/GDrqU22YpT,Wed Nov 08 17:17:39 +0000 2017,warranty_repair_recycling,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2840352,789656,"@790404 @115858 @AppleSupport ¡Sí! Muchas de las funciones se han se han vuelto notablemente más lentas. Ayer le iba a tomar una foto a un bebé recién nacido, y para cuando funcionó la cámara, ya estaba haciendo su primera comunión. 😔",@789656 Let's continue the conversation in DM. https\://t.co/GDrqU22YpT,Mon Nov 27 16:35:02 +0000 2017,device_performance_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2321834,672817,@AppleSupport Hello!  I did make sure all my apps were updated.  Iphone freezes during texting(I've turned off all settings) and scrolling .  It even freezes when I enter my 4 digit passcode to use my phone.  At times I reboot to unfreeze it.,@672817 Let's take this to DM so we can better assist you. https\://t.co/GDrqU22YpT,Mon Nov 13 18:47:10 +0000 2017,device_performance_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1524131,473501,Seriously @AppleSupport @115858 why can’t EYE TYPE THE LETTER EYE https\://t.co/vm4KaEeem4,@473501 Help is on the way. Send us a DM to get started. https\://t.co/GDrqU22YpT,Fri Nov 03 16:45:28 +0000 2017,keyboard_input_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2302684,668199,@AppleSupport Yes tried that - made an appointment!,@668199 Awesome. Don't hesitate to reach out in the future. Take care.,Sun Nov 12 19:09:01 +0000 2017,warranty_repair_recycling,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
178665,174219,"@AppleSupport Also, since this update, I can no longer play music in my car. It reads media error message.",@174219 We’ve got your back. Can you start by letting us know if you are an Apple Music member via DM? https\://t.co/GDrqU22YpT,Thu Oct 05 13:01:47 +0000 2017,app_or_media_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1674094,509384,@AppleSupport It doesn’t change to an I it’s just a box with a question mark in it,@509384 We'd like to take a deeper look into this with you. DM us and we'll continue. https\://t.co/GDrqU22YpT,Mon Nov 06 20:28:40 +0000 2017,keyboard_input_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1800931,541127,@AppleSupport Why is my phone even worse after the last iOS update I have to charge twice a day now,@541127 We want to look into this issue with you. Send us a DM and let's begin. https\://t.co/GDrqU22YpT,Wed Oct 18 01:00:43 +0000 2017,device_performance_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2552446,725007,"@AppleSupport hurry up and sort out a new update for those of us that aren’t fortunate enough to have the latest iPhone!! Fed up of BT randomly coming on, draining battery and data roaming randomly turning off.  REALLY irritating!!",@725007 We'd like to look into this with you. Send us a DM by clicking on the link below. We'll continue there. https\://t.co/GDrqU22YpT,Thu Nov 16 09:58:07 +0000 2017,connectivity_issue,False,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2355893,680608,"@AppleSupport Why when I delete emails from my mail app, do they reappear seconds later??",@680608 We're here for you. DM us which device you're using and we'll go from there. https\://t.co/GDrqU22YpT,Sun Nov 26 16:41:45 +0000 2017,app_or_media_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1188314,399445,everything keeps freezing up and shutting off and my phone keeps restarting itself hellooooooooooo @AppleSupport,@399445 We'd love to help. DM us the specific iPhone model you're using. We can go from there. https\://t.co/GDrqU22YpT,Sun Oct 15 21:16:22 +0000 2017,device_performance_issue,False,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2575320,730277,Why is it that @115858 @AppleSupport can’t make my ringtones (that I paid for) work after three iOS updates? #heldhostagebyapple,"@730277 Hey, can you tell us some more details on what's going on with the ringtones? Also, were they purchased through the iTunes Store? Let us know some details and we'll do our best to help.",Thu Nov 16 19:38:49 +0000 2017,app_or_media_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2784609,247210,"@AppleSupport With iMessage, texting, in notes, with any social media apps, etc. It’s the keyboard that’s the issue because anywhere I try to do an emoji, the keyboard freezes.","@247210 Thanks for letting us know. Have you tried restarting your device? If you did, does it temporarily resolve the issue before it comes back?",Tue Nov 21 18:16:49 +0000 2017,keyboard_input_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1704704,516713,&amp; i just updated my phone &amp; the eye still don’t work @AppleSupport,@516713 Here’s what you can do to work around the issue until it’s fixed in a future software update: https\://t.co/xXaXeeSRt9,Mon Nov 06 20:54:19 +0000 2017,keyboard_input_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
90664,135630,@AppleSupport hello my iPhone is a couple of months old and has started randomly switching itself off. I’ve managed to turn it on using a power source but there’s 40% battery. Any advice?,@135630 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this issue with you together. https\://t.co/GDrqU22YpT,Thu Nov 30 10:48:18 +0000 2017,device_performance_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2014718,595740,Hi @AppleSupport can y’all fix my keyboard I I can use the letter I️ thanks lol,@595740 Thanks for reaching out. We have a workaround for this here: https\://t.co/xXaXeeSRt9 DM us if you still need help. https\://t.co/GDrqU22YpT,Sun Nov 05 16:13:26 +0000 2017,keyboard_input_issue,False,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2500885,713428,"@AppleSupport @115858 instead of charging £1000+ for new phones it would be great if you could sort out your OS first! #ios11 is the worst update I’ve ever experienced! Frequent crashes, apps hanging, delayed usage, random restarts, UI issues, volume glitches, the list goes on!!🤬","@713428 If you're having issues with your iPhone, we definitely want to help. Which version of iOS is running and which iPhone model do you have? Reach out to us in DM and let us know. We look forward to hearing from you soon. https\://t.co/GDrqU22YpT",Wed Nov 15 19:11:18 +0000 2017,software_update_issue,False,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2140948,629576,@AppleSupport @118936 @23150 @160959 I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ please help I️ I️ I️ I️ I️,@629576 Here’s what you can do to work around the issue until it’s fixed in a future software update: https\://t.co/xXaXeeSRt9,Wed Nov 08 22:34:26 +0000 2017,keyboard_input_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2636962,744284,Okay. @AppleSupport when will my phone let me type regular capital i’s again?,"@744284 Thanks for reaching out! We released an update that can fix those issues for you. Please back up and then update. Here's how to back up: https\://t.co/tHicJHB57O Once complete, tap Settings &gt; General &gt; Software Update to update. Let us know the result.",Fri Nov 17 19:21:44 +0000 2017,keyboard_input_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2976613,685593,@AppleSupport I upgraded my iPhone 8 to iOS 11.1.1 and it caused my iPhone to be stuck on the apple logo and keeps rebooting for ever. I searched the Internet and found out that it is a common issue. Is there a fix?,"@685593 Thanks for reaching out to us for support. That is certainly not the experience that we wanted you to have with your device, and we're going to do everything we can to help you. When you have a free moment, please DM us so that we can look into this together. https\://t.co/GDrqU22YpT",Thu Nov 16 14:31:22 +0000 2017,device_performance_issue,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2367724,683370,@AppleSupport having issues with music purchased on iTunes it will not show up on my iPod in any playlists,@683370 We've responded to your DM. Please join us there.,Mon Nov 13 23:23:02 +0000 2017,app_or_media_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2548157,147360,"@AppleSupport hi, constantly try to get my artist page verified-start process, but cant get past my log in details as page always times out",@147360 We'd like to get you pointed in the right direction. DM us and we'll get started. https\://t.co/GDrqU22YpT,Mon Oct 30 09:58:41 +0000 2017,support_contact_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2072715,613057,"@AppleSupport my iPhone doesn’t connect to car BT properly, battery dies quick, apps close, lag comes, calls don’t work, etc What r u doing!","@613057 Let's help you get this figured out. Follow up with us in DM. Tell us which device, and your version of iOS there. https\://t.co/GDrqU22YpT",Tue Oct 10 00:20:39 +0000 2017,device_performance_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1937283,576330,@115948 @AppleSupport - music added is disappearing mysteriously! I assume you know the issue already!,"@576330 We want you to be able to listen to your music. Join us in DM, tell us which country you're in and details about the missing music. https\://t.co/GDrqU22YpT",Fri Oct 27 23:18:38 +0000 2017,app_or_media_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2479119,708505,"@116333 @120640 @AppleSupport @AppleSupport can you guys fix my issue.my case is pending since 13th oct.. Case ID: 100321666771

Really disappointed with the service @116333 cook @120640",@708505 We'd be happy to assist.  Please reach out to us via DM and we'll get started. https\://t.co/GDrqU22YpT,Wed Nov 15 14:46:53 +0000 2017,support_contact_issue,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
215806,167320,@AppleSupport So every time I go for a walk my cellular data stays off and I keep manually have to turn it on since the update I’ve never had to do this,@167320 DM us and we can work from there. https\://t.co/GDrqU22YpT,Wed Oct 04 21:16:19 +0000 2017,connectivity_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1059780,370234,iOS 11.0.3 is trippin’ out so bad.. 😞😞 @115858 @AppleSupport #iPhone7Plus,"@370234 We'd like to look into this with you, can you tell us a bit more about what's happening?",Mon Oct 23 04:45:22 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
506501,236219,"@AppleSupport using IOS 11.1.2, a dark screen with loading circle icon.","@236219 Next, what country are you currently in? Let us know the answer in DM where we’ll continue with our next steps. https\://t.co/GDrqU22YpT",Fri Dec 01 21:35:41 +0000 2017,device_performance_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2369542,683829,"If u need to get in contact with me, pls DM me because my phone won't turn on 😩 it's been like this for about 2 hours @AppleSupport https\://t.co/DBeh8IEtsk","@683829 We're sorry to see that you're having issues! Try the steps in this article: https\://t.co/8MvHMFZ83h

If you still have issues after that, shoot us a DM. https\://t.co/GDrqU22YpT",Mon Nov 13 23:32:53 +0000 2017,device_performance_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1507293,469822,@AppleSupport what is going on?,@469822 Hey there. We have your DM. We'll respond there to help out. Thank you.,Fri Nov 03 04:40:44 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
994499,355563,@AppleSupport Just upgraded to 11.0.3 and it killed my cell service. How do I fix this?,@355563 Let's get your cell service back in action. What exactly is happening with your service?,Sun Oct 22 14:18:11 +0000 2017,connectivity_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1769960,532115,@AppleSupport fix my i️ please,@532115 Here’s what you can do to work around the issue until it’s fixed in a future software update: https\://t.co/xXaXeeSRt9,Tue Nov 07 22:44:46 +0000 2017,keyboard_input_issue,False,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1773448,533007,@AppleSupport fix the goddamn “I” issue.,@533007 Here’s what you can do to work around the issue until it’s fixed in a future software update: https\://t.co/xXaXeeSRt9,Wed Nov 08 02:24:05 +0000 2017,keyboard_input_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
